(51.8239372927344, 0.2812391519546509, 1e-05, 1, 1)
(48.20621043111245, 0.5143620371818542, 1e-05, 1, 1)
(51.8239372927344, 0.28132951259613037, 1e-05, 1, 1)
(51.8239372927344, 0.2835780084133148, 1e-05, 1, 1)
(48.1760627072656, 0.3536003530025482, 1e-05, 1, 1)
(51.8239372927344, 2.3373756408691406, 1e-05, 1, 1)
(51.8239372927344, 1.08017098903656, 1e-05, 1, 1)
(48.1760627072656, 0.8227921724319458, 1e-05, 1, 1)
(48.1760627072656, 0.4991379380226135, 1e-05, 1, 1)
(51.8239372927344, 0.36778897047042847, 1e-05, 1, 1)
(55.14018691588785, 0.7220160961151123, 1e-05, 2, 1)
(62.73741332529394, 0.831732988357544, 1e-05, 2, 1)
(51.8239372927344, 0.36132848262786865, 1e-05, 2, 1)
(51.8239372927344, 1.6985700130462646, 1e-05, 2, 1)
(51.8239372927344, 1.0795323848724365, 1e-05, 2, 1)
(51.61290322580645, 0.2966848909854889, 1e-05, 2, 1)
(51.8239372927344, 2.160719633102417, 1e-05, 2, 1)
(54.50708471510401, 0.5553270578384399, 1e-05, 2, 1)
(51.8239372927344, 0.2500374913215637, 1e-05, 2, 1)
(48.1760627072656, 0.3973346948623657, 1e-05, 2, 1)
(51.8239372927344, 0.658729076385498, 1e-05, 4, 1)
(51.8239372927344, 2.770752429962158, 1e-05, 4, 1)
(51.8239372927344, 2.1781997680664062, 1e-05, 4, 1)
(51.8239372927344, 0.25391101837158203, 1e-05, 4, 1)
(67.47060596924932, 0.3785024583339691, 1e-05, 4, 1)
(48.1760627072656, 0.27579012513160706, 1e-05, 4, 1)
(48.1760627072656, 0.40566286444664, 1e-05, 4, 1)
(54.05486885740127, 0.4745542109012604, 1e-05, 4, 1)
(51.8239372927344, 0.431153804063797, 1e-05, 4, 1)
(51.8239372927344, 0.5930027961730957, 1e-05, 4, 1)
(51.85408501658125, 0.9201232194900513, 1e-05, 8, 1)
(51.8239372927344, 0.6511430144309998, 1e-05, 8, 1)
(51.8239372927344, 0.3348369300365448, 1e-05, 8, 1)
(51.8239372927344, 0.9945913553237915, 1e-05, 8, 1)
(50.52758516731987, 0.4169536232948303, 1e-05, 8, 1)
(51.79378956888755, 1.0568643808364868, 1e-05, 8, 1)
(51.8239372927344, 1.2847204208374023, 1e-05, 8, 1)
(51.8239372927344, 1.2682969570159912, 1e-05, 8, 1)
(51.8239372927344, 1.7308918237686157, 1e-05, 8, 1)
(51.8239372927344, 1.0634145736694336, 1e-05, 8, 1)
(51.8239372927344, 1.6203441619873047, 1e-05, 16, 1)
(51.8239372927344, 1.2745110988616943, 1e-05, 16, 1)
(59.81308411214953, 0.3794839084148407, 1e-05, 16, 1)
(51.8239372927344, 1.6938695907592773, 1e-05, 16, 1)
(51.8842327404281, 0.4888392686843872, 1e-05, 16, 1)
(45.19143804642749, 0.29826119542121887, 1e-05, 16, 1)
(51.8239372927344, 0.8847426772117615, 1e-05, 16, 1)
(42.38769972867048, 0.39706531167030334, 1e-05, 16, 1)
(51.8239372927344, 0.9244003295898438, 1e-05, 16, 1)
(53.87398251432017, 0.6909428238868713, 1e-05, 16, 1)
(51.8239372927344, 1.527203917503357, 1e-05, 32, 1)
(53.99457340970757, 0.3618583083152771, 1e-05, 32, 1)
(53.69309617123907, 0.3357439935207367, 1e-05, 32, 1)
(52.698221284293034, 0.3230639100074768, 1e-05, 32, 1)
(49.68344889960808, 0.46371233463287354, 1e-05, 32, 1)
(51.8239372927344, 0.4116498827934265, 1e-05, 32, 1)
(47.301778715706966, 0.4766882359981537, 1e-05, 32, 1)
(48.74886946035574, 0.3182041347026825, 1e-05, 32, 1)
(53.02984624660838, 0.627694308757782, 1e-05, 32, 1)
(51.8239372927344, 2.0777530670166016, 1e-05, 32, 1)
(51.8239372927344, 0.7359604239463806, 1e-05, 64, 1)
(51.8239372927344, 1.7881416082382202, 1e-05, 64, 1)
(51.8239372927344, 0.4360516369342804, 1e-05, 64, 1)
(51.522460054265906, 0.4260942041873932, 1e-05, 64, 1)
(51.8239372927344, 1.0747325420379639, 1e-05, 64, 1)
(47.33192643955381, 0.5950835943222046, 1e-05, 64, 1)
(51.8239372927344, 1.6662551164627075, 1e-05, 64, 1)
(51.8842327404281, 0.5333560705184937, 1e-05, 64, 1)
(51.8239372927344, 2.2100162506103516, 1e-05, 64, 1)
(51.8239372927344, 1.1857619285583496, 1e-05, 64, 1)
(55.2306300874284, 0.38318735361099243, 1e-05, 128, 1)
(48.80916490804944, 0.40958914160728455, 1e-05, 128, 1)
(51.8239372927344, 0.7944689393043518, 1e-05, 128, 1)
(51.8239372927344, 1.398098349571228, 1e-05, 128, 1)
(55.4718118782032, 0.2937891483306885, 1e-05, 128, 1)
(39.674404582454024, 0.40355899930000305, 1e-05, 128, 1)
(51.25113053964426, 0.736906886100769, 1e-05, 128, 1)
(51.8239372927344, 1.4594188928604126, 1e-05, 128, 1)
(51.8239372927344, 1.9673261642456055, 1e-05, 128, 1)
(51.944528188121794, 0.5449236631393433, 1e-05, 128, 1)
(51.8239372927344, 0.974547266960144, 1e-05, 256, 1)
(44.467892674103105, 0.5780221819877625, 1e-05, 256, 1)
(51.8239372927344, 1.8351671695709229, 1e-05, 256, 1)
(51.8239372927344, 1.1299084424972534, 1e-05, 256, 1)
(58.96894784443774, 0.24838858842849731, 1e-05, 256, 1)
(51.8239372927344, 0.9259212613105774, 1e-05, 256, 1)
(51.73349412119385, 0.6125785112380981, 1e-05, 256, 1)
(51.8239372927344, 2.0350229740142822, 1e-05, 256, 1)
(47.934880916490805, 0.3542657792568207, 1e-05, 256, 1)
(51.8239372927344, 1.6141493320465088, 1e-05, 256, 1)
(47.66355140186916, 0.41467612981796265, 1e-05, 512, 1)
(51.8239372927344, 1.3972853422164917, 1e-05, 512, 1)
(39.885438649381975, 0.37516921758651733, 1e-05, 512, 1)
(51.8239372927344, 1.3931955099105835, 1e-05, 512, 1)
(49.65330117576123, 0.29880619049072266, 1e-05, 512, 1)
(51.85408501658125, 0.34610268473625183, 1e-05, 512, 1)
(51.8239372927344, 1.0331530570983887, 1e-05, 512, 1)
(51.34157371118481, 0.6780860424041748, 1e-05, 512, 1)
(48.688574012662045, 0.30660128593444824, 1e-05, 512, 1)
(50.88935785348206, 0.4359969198703766, 1e-05, 512, 1)
(51.8239372927344, 0.5613112449645996, 1e-06, 1, 1)
